vid1,vid2,VisualSimilarity,MovementSimilarity,GoalSimilarity
aerobics_aerobics1,social_shakehands1,0.0239514060372194,0.02437611060856,0.0250897254069478
aerobics_aerobics1,social_talk1,0.0198583454279616,0.0252099591564061,0.0258857081753688
aerobics_aerobics1,tv_watchingtv1,0.0245067175799722,0.0321390777348724,0.0260155687818992
aerobics_aerobics1,travel_driving1,0.0231237036226455,0.0243016517726031,0.0238844311428436
aerobics_aerobics1,walk_walk1,0.0249217211803457,0.0171238796039934,0.0245917417460674
aerobics_aerobics1,wash_wash1,0.0240374254263362,0.0262931859402941,0.0238001515884742
aerobics_aerobics1,weights_weights1,0.0205413730929022,0.0223353001842327,0.0064942179252171
aerobics_aerobics1,write_writing1,0.0246185828894537,0.030397110794886,0.0249082192327349
aerobics_aerobics1,yoga_yoga1,0.0163605272694941,0.0145543630464165,0.00582701438883379
basketball_basketball1,bike_bike1,0.0170093590501177,0.0180151707415075,0.0123289779292582
basketball_basketball1,cardio_spinning1,0.0163068822204785,0.0184891883394611,0.0111616813208884
basketball_basketball1,caringchildren_babycrawling1,0.0238218812267088,0.019563113902489,0.0241878114361307
basketball_basketball1,caringchildren_playingplayground1,0.0248603869674732,0.0230584278446148,0.0234140350174474
basketball_basketball1,computer_computer1,0.024171758389633,0.0305867501678442,0.0261556048940445
basketball_basketball1,crafts_knitting1,0.025194126291186,0.0278591477447516,0.0243423360223482
basketball_basketball1,crafts_painting1,0.0228870317112265,0.0257818905687904,0.0240150719991505
basketball_basketball1,dancing_ballroomdancing1,0.0228831104184805,0.0184698182831613,0.0159073050911176
basketball_basketball1,dancing_moderndance1,0.0192002833270351,0.0165001288988311,0.0142998401171738
basketball_basketball1,dressing_buttoningshirt1,0.0256715608653025,0.0292854498079134,0.0237969137759659
basketball_basketball1,dressing_puttingonshoes1,0.0250601586349423,0.0246878147120847,0.0244817649463197
basketball_basketball1,dressing_tyingtie1,0.0241727566945738,0.0275991216034549,0.024076572878683
basketball_basketball1,eatdrink_drinking1,0.0251625948873661,0.0285413926616136,0.0276108502330168
basketball_basketball1,eatdrink_eating1,0.0248301694522171,0.0298153186471166,0.0278665388495512
basketball_basketball1,fooddrink_pour1,0.0254672836926258,0.0241045953445372,0.0257340644956676
basketball_basketball1,fooddrink_bakingcookies1,0.026502419535154,0.0279932154289278,0.027043873796395
basketball_basketball1,fooddrink_chopping1,0.0261765581707272,0.0281092406700491,0.0267521123546694
basketball_basketball1,fooddrink_grilling1,0.0246779816740257,0.0259387816855954,0.026598491493926
basketball_basketball1,fooddrink_rollingdough1,0.0258826029970774,0.0247189917589012,0.0269461126543276
basketball_basketball1,fooddrink_sautee1,0.0266483375906688,0.0258430379458292,0.0275463186639578
basketball_basketball1,fooddrink_stirring1,0.0257157723881671,0.0258382934677247,0.0275483397837445
basketball_basketball1,games_playingbilliards1,0.0218212530311334,0.0206573605064402,0.0143925382129317
basketball_basketball1,games_videogames1,0.0246462613083893,0.0228102047186712,0.0208143174685032
basketball_basketball1,garden_gardening1,0.0204885322445785,0.0245511355298781,0.0233225404414556
basketball_basketball1,garden_mowinglawn1,0.0206574116168884,0.0200298241579729,0.0253646125613904
basketball_basketball1,garden_wateringplants1,0.0206046549048304,0.0243970901332093,0.0235608315714073
basketball_basketball1,golf_golf1,0.0149638890157574,0.0168325502738351,0.008976454458342
basketball_basketball1,groceries_groceryshopping1,0.0244965281355116,0.0181684085623979,0.0259671156490046
basketball_basketball1,groomingoneself_applyingmakeup1,0.0263025160059771,0.0284923501249681,0.0250788966543469
basketball_basketball1,groomingoneself_brushhair1,0.0194382120487985,0.026869967329609,0.0243842392295282
basketball_basketball1,groomingoneself_brushingteeth1,0.026204249064719,0.0288138803881456,0.0252394194090907
basketball_basketball1,groomingoneself_shaving1,0.0269009298547631,0.0295962765997073,0.0257891985275067
basketball_basketball1,healthselfcare_bandaid1,0.0263084140801854,0.0281008091363903,0.0249164737832456
basketball_basketball1,healthselfcare_swallowpills1,0.0263685144006544,0.0298987872028252,0.0257474407341348
basketball_basketball1,intclean_dustingtable1,0.0277581800128603,0.0257691196157549,0.0249980480469158
basketball_basketball1,intclean_moppingfloor1,0.0211470238079164,0.0200456318520088,0.0257091207018208
basketball_basketball1,intclean_vacuuming1,0.0241233685152974,0.0213343710870745,0.0258983465720234
basketball_basketball1,kitchenclean_washingdishes1,0.0253983734039686,0.0259088707797773,0.0263811555320597
basketball_basketball1,laundry_laundry1,0.0249209650134904,0.0219064573408427,0.0243186291665749
basketball_basketball1,pets_brushingcat1,0.0248531134781033,0.0248115747433783,0.0262558607009245
basketball_basketball1,pets_playingdog1,0.0155351507795793,0.0212566166405354,0.0247343362016731
basketball_basketball1,pets_walkingdog1,0.0218568442290365,0.0193947381247183,0.0247343984715317
basketball_basketball1,phone_calling1,0.025172174343995,0.0237218045307982,0.026382955016962
basketball_basketball1,racquetsports_playingtennis1,0.0111844655809756,0.0115264474223855,0.00911097721102225
basketball_basketball1,reading_reading1,0.0247460186339356,0.0288211766455674,0.0233866925709129
basketball_basketball1,run_running1,0.0204641992105256,0.0175966089589817,0.0122544605906601
basketball_basketball1,sleeping_sleep1,0.025275356398638,0.0325237025694027,0.0254099988247566
basketball_basketball1,soccer_playingsoccer1,0.0123376457899175,0.0144321754258197,0.00907634282628226
basketball_basketball1,social_laughing1,0.0267914601722457,0.0304218542934811,0.0250918797000923
basketball_basketball1,social_shakehands1,0.0257587104687956,0.02128241689891,0.0254102812196584
basketball_basketball1,social_talk1,0.0256496663862996,0.0253788698116233,0.0253506430290635
basketball_basketball1,tv_watchingtv1,0.0227839123829801,0.0315490032381657,0.0250883461163723
basketball_basketball1,travel_driving1,0.0249347966201815,0.0245757457504965,0.0245919607026363
basketball_basketball1,walk_walk1,0.0251759598355382,0.0178535413785407,0.0253124225287436
basketball_basketball1,wash_wash1,0.0251602326109542,0.0259868143861345,0.0252554590837442
basketball_basketball1,weights_weights1,0.0248457440617385,0.0218993338190512,0.0130065096913457
basketball_basketball1,write_writing1,0.0254709848003211,0.0288401111483097,0.0246121679112457
basketball_basketball1,yoga_yoga1,0.0191005783991691,0.0184799041324999,0.0123378359351113
bike_bike1,cardio_spinning1,0.0156636727053516,0.00671770853782597,0.0101924142931169
bike_bike1,caringchildren_babycrawling1,0.0222227549503034,0.0210787510441697,0.022995559033738
bike_bike1,caringchildren_playingplayground1,0.0234876567829068,0.0251914943841521,0.0226985964058745
bike_bike1,computer_computer1,0.0240214686941275,0.0308957196494873,0.025317776299431
bike_bike1,crafts_knitting1,0.0224037996668081,0.0284088647344164,0.0247033404557492
bike_bike1,crafts_painting1,0.0191713081555821,0.0261853456041708,0.024095970898735
bike_bike1,dancing_ballroomdancing1,0.0213414703149737,0.0159552713264481,0.0158617740486868
bike_bike1,dancing_moderndance1,0.0180139714239362,0.0147585375507639,0.0138139406843173
bike_bike1,dressing_buttoningshirt1,0.0239702096532667,0.0302010341165733,0.0258922829457947
bike_bike1,dressing_puttingonshoes1,0.0236516466624065,0.0262660958207091,0.0254115554928848
bike_bike1,dressing_tyingtie1,0.0215574232385213,0.0296425080899894,0.0259432313675895
bike_bike1,eatdrink_drinking1,0.0240175667648037,0.0282703758250571,0.0265120041302751
bike_bike1,eatdrink_eating1,0.0251602510958007,0.0288412672559797,0.0265969360524776
bike_bike1,fooddrink_pour1,0.0256142876281105,0.0265183246599569,0.0261960253656901
bike_bike1,fooddrink_bakingcookies1,0.0229656411816967,0.0285820773654227,0.0258447003442359
bike_bike1,fooddrink_chopping1,0.024899255765559,0.0287764144843489,0.0263346895977936
bike_bike1,fooddrink_grilling1,0.0239694508342738,0.0273565569631705,0.0258058661254759
bike_bike1,fooddrink_rollingdough1,0.0246756497524534,0.0263586617554878,0.0257845239033662
bike_bike1,fooddrink_sautee1,0.0251976474641029,0.0271217052401612,0.0264960695105143
bike_bike1,fooddrink_stirring1,0.0247028515964387,0.0269571749792091,0.0265873662722423
bike_bike1,games_playingbilliards1,0.0163753362856816,0.0225070475174674,0.015055442460202
bike_bike1,games_videogames1,0.0229381907818262,0.0244212340082328,0.0202662062502125
bike_bike1,garden_gardening1,0.0230103944012941,0.0249402499511315,0.0237795033909788
bike_bike1,garden_mowinglawn1,0.0221331499733933,0.020306344994921,0.0242750485769417
bike_bike1,garden_wateringplants1,0.0230330177017115,0.0275532371106532,0.0235612151538433
bike_bike1,golf_golf1,0.0194023249267152,0.0176930010695341,0.0126928308815842
bike_bike1,groceries_groceryshopping1,0.0222619777678996,0.0187255963152315,0.0252514193984428
bike_bike1,groomingoneself_applyingmakeup1,0.0246402449948978,0.029150058640066,0.0254301685213329
bike_bike1,groomingoneself_brushhair1,0.0230262938506573,0.0264255382061739,0.0249573636091028
bike_bike1,groomingoneself_brushingteeth1,0.0259520454384617,0.0281250612499748,0.0253575036639797
bike_bike1,groomingoneself_shaving1,0.026539736445836,0.0296114085140668,0.0259423599644209
bike_bike1,healthselfcare_bandaid1,0.0244133838058933,0.0282817862897222,0.0250461132164156
bike_bike1,healthselfcare_swallowpills1,0.0259504198736691,0.0293586981912596,0.0259938601558509
bike_bike1,intclean_dustingtable1,0.0255136936992973,0.0255524047379256,0.0240743179105629
bike_bike1,intclean_moppingfloor1,0.02476271121027,0.0210418954421358,0.0254293153548411
bike_bike1,intclean_vacuuming1,0.0226205741747196,0.0220594653501173,0.0252966991417018
bike_bike1,kitchenclean_washingdishes1,0.0245356420562687,0.0260651461442563,0.0265073197959536
bike_bike1,laundry_laundry1,0.0232384116222505,0.0249157226812765,0.0246617317601918
bike_bike1,pets_brushingcat1,0.0243855508892358,0.0262691745454683,0.026439463754525
bike_bike1,pets_playingdog1,0.0223546943752234,0.0207118846333047,0.0253089971948935
bike_bike1,pets_walkingdog1,0.0227300363048447,0.0174263052594234,0.024825606405828
bike_bike1,phone_calling1,0.0228302658421892,0.0238492234467033,0.0257050749525215
bike_bike1,racquetsports_playingtennis1,0.0172032755363203,0.0148133943867637,0.0100255049928332
bike_bike1,reading_reading1,0.0241534759954785,0.0300438218888789,0.0249917414158209
bike_bike1,run_running1,0.0157543046866822,0.0135775291459744,0.0115033627895629
bike_bike1,sleeping_sleep1,0.0246063345304311,0.0324213444493432,0.0251281473182853
bike_bike1,soccer_playingsoccer1,0.0179453569172533,0.0142161067657854,0.0102307642333142
bike_bike1,social_laughing1,0.02544752907686,0.0308009264136956,0.0248551039116406
bike_bike1,social_shakehands1,0.0245618993784929,0.0239616451727321,0.0250800084706998
bike_bike1,social_talk1,0.0234405436155236,0.0256042842181665,0.0258400907515709
bike_bike1,tv_watchingtv1,0.0247401732140803,0.0320595055578719,0.0250463800520708
bike_bike1,travel_driving1,0.0220580078994504,0.026189806409438,0.023129231011097
bike_bike1,walk_walk1,0.0236176933325392,0.0183963159078902,0.0240878024692442
bike_bike1,wash_wash1,0.023550419302352,0.0278979603691951,0.0249531734062855
bike_bike1,weights_weights1,0.0220087850093874,0.0211789781525857,0.0143753662794874
bike_bike1,write_writing1,0.023563961565889,0.029127674762911,0.0248551052406066
bike_bike1,yoga_yoga1,0.0211872059023231,0.0186226693157099,0.0147357150796381
cardio_spinning1,caringchildren_babycrawling1,0.0222471035017573,0.0201691074383886,0.023336730262187
cardio_spinning1,caringchildren_playingplayground1,0.0251709730884711,0.0254608525309447,0.0231525878263163
cardio_spinning1,computer_computer1,0.0224017379506751,0.0295365033768789,0.0258970480901487
cardio_spinning1,crafts_knitting1,0.0233426750418198,0.0269211008423272,0.024902369822394
cardio_spinning1,crafts_painting1,0.0226739375851745,0.0256281221662134,0.0242706068418521
cardio_spinning1,dancing_ballroomdancing1,0.0233715882587939,0.0153608507958792,0.01682820554186
cardio_spinning1,dancing_moderndance1,0.0213950224046118,0.0152475984477745,0.0155229642320639
cardio_spinning1,dressing_buttoningshirt1,0.0238170967446216,0.028452824653739,0.0245514991873197
cardio_spinning1,dressing_puttingonshoes1,0.0242831822393828,0.0267309099143253,0.025096718557107
cardio_spinning1,dressing_tyingtie1,0.0233244671979416,0.0280623029715482,0.0245042352990235
cardio_spinning1,eatdrink_drinking1,0.0244231885887494,0.0274738582951238,0.0269725594122619
cardio_spinning1,eatdrink_eating1,0.024711999375246,0.0284825557768755,0.0271608476915267
cardio_spinning1,fooddrink_pour1,0.0244999074922851,0.0268522988962694,0.0266223809176386
cardio_spinning1,fooddrink_bakingcookies1,0.0242055318992951,0.0272885653450214,0.0256868442638881
cardio_spinning1,fooddrink_chopping1,0.0260667927598701,0.0276370940426845,0.0273057352169691
cardio_spinning1,fooddrink_grilling1,0.0254469544576908,0.026980767854309,0.0263382878327247
cardio_spinning1,fooddrink_rollingdough1,0.0235913634287555,0.0260951521801597,0.0262912634759381
cardio_spinning1,fooddrink_sautee1,0.0259928782583015,0.0264070675895362,0.0272402647788738
cardio_spinning1,fooddrink_stirring1,0.0249153095405113,0.027037732519168,0.0265403070836334
cardio_spinning1,games_playingbilliards1,0.0217453760137173,0.0227259414128224,0.0167218079954333
cardio_spinning1,games_videogames1,0.0216304639649001,0.0241295474078875,0.0214995964671964
cardio_spinning1,garden_gardening1,0.02332119142719,0.0255082548358389,0.0244259686745531
cardio_spinning1,garden_mowinglawn1,0.0225348000354427,0.020004731658267,0.0247699107787983
cardio_spinning1,garden_wateringplants1,0.0193461702589474,0.0274448855015516,0.0243306508016448
cardio_spinning1,golf_golf1,0.0168979430282165,0.0184991980429221,0.012795815881352
cardio_spinning1,groceries_groceryshopping1,0.0232382320339454,0.0185733123866465,0.0252418778863871
cardio_spinning1,groomingoneself_applyingmakeup1,0.0254264745623953,0.0283515718128546,0.024751082216484
cardio_spinning1,groomingoneself_brushhair1,0.0204140854685137,0.0260744561279387,0.0235719005863273
cardio_spinning1,groomingoneself_brushingteeth1,0.0248717974804856,0.0272407556899703,0.0248311587847307
cardio_spinning1,groomingoneself_shaving1,0.0247340041440265,0.0284805214627496,0.0253469992062298
cardio_spinning1,healthselfcare_bandaid1,0.0238734737829639,0.0271708175232167,0.0248510885277219
cardio_spinning1,healthselfcare_swallowpills1,0.0249620525069418,0.0284177732983754,0.0254253620813874
cardio_spinning1,intclean_dustingtable1,0.0254241216508306,0.0256850167676203,0.0241578356314208
cardio_spinning1,intclean_moppingfloor1,0.0226942672646435,0.0214983675295832,0.0255556490919833
cardio_spinning1,intclean_vacuuming1,0.0233512675371587,0.0218893522149566,0.0253469739563848
cardio_spinning1,kitchenclean_washingdishes1,0.0254918304679336,0.0263152752899202,0.0254340123454745
cardio_spinning1,laundry_laundry1,0.0241059420487384,0.0248105978248158,0.0240601101453572
cardio_spinning1,pets_brushingcat1,0.0233072014482855,0.0261961384810522,0.0260414931353805
cardio_spinning1,pets_playingdog1,0.0209290618712912,0.0210110030007604,0.0245485190788345
cardio_spinning1,pets_walkingdog1,0.0213769594600539,0.0167819951994199,0.024058343973045
cardio_spinning1,phone_calling1,0.0239023264267187,0.0238547303808439,0.025922850771333
cardio_spinning1,racquetsports_playingtennis1,0.0164062732897586,0.0165351498747415,0.013225883062872
cardio_spinning1,reading_reading1,0.0232428403467396,0.0292580784140743,0.025152012839411
cardio_spinning1,run_running1,0.0174666490364942,0.0131131486610864,0.00897164268431446
cardio_spinning1,sleeping_sleep1,0.022855924122254,0.0325019097799656,0.0250893234405309
cardio_spinning1,soccer_playingsoccer1,0.0178115163530046,0.0159292485482044,0.013315362908731
cardio_spinning1,social_laughing1,0.025724709054313,0.0307075632764962,0.0248838120286407
cardio_spinning1,social_shakehands1,0.0239831395006998,0.0235922640337186,0.0250318138593199
cardio_spinning1,social_talk1,0.022952601107227,0.0251175461068963,0.0249381913685248
cardio_spinning1,tv_watchingtv1,0.0231865812311348,0.0314890968669772,0.026212646009884
cardio_spinning1,travel_driving1,0.0229125701836304,0.0249688014420109,0.022744684275106
cardio_spinning1,walk_walk1,0.0246630869652972,0.0180819745595325,0.0245612688686649
cardio_spinning1,wash_wash1,0.0241879967200689,0.0262576464445355,0.0240818246944339
cardio_spinning1,weights_weights1,0.0210061267494807,0.0209831981589345,0.00894446188729973
cardio_spinning1,write_writing1,0.0233927779081631,0.0285939152900347,0.0255066924046215
cardio_spinning1,yoga_yoga1,0.0175237504115274,0.0175608801548433,0.00949301526706515
caringchildren_babycrawling1,caringchildren_playingplayground1,0.022711037981424,0.0188588811182745,0.0118887260294635
caringchildren_babycrawling1,computer_computer1,0.0217913544163386,0.0282889185763027,0.0225762159360721
caringchildren_babycrawling1,crafts_knitting1,0.0238112963423678,0.027382618376799,0.0250399020987856
caringchildren_babycrawling1,crafts_painting1,0.0226437414340387,0.0244618458233844,0.0236688409900841
caringchildren_babycrawling1,dancing_ballroomdancing1,0.0243193965718748,0.021101481212159,0.0214933742530522
caringchildren_babycrawling1,dancing_moderndance1,0.023800418292063,0.0216714579914198,0.0218877047390897
caringchildren_babycrawling1,dressing_buttoningshirt1,0.0233756225284596,0.0284326169937998,0.0259605424433836
caringchildren_babycrawling1,dressing_puttingonshoes1,0.0240904358573183,0.0248924572586155,0.0254931903622259
caringchildren_babycrawling1,dressing_tyingtie1,0.0225601782910488,0.028472140224404,0.0255959925456803
caringchildren_babycrawling1,eatdrink_drinking1,0.023278629328246,0.0256027575628545,0.0235504164261909
caringchildren_babycrawling1,eatdrink_eating1,0.0232203413785094,0.0286254374522286,0.0230233683072602
caringchildren_babycrawling1,fooddrink_pour1,0.0245615828480581,0.0237800668430262,0.0241464668018778
caringchildren_babycrawling1,fooddrink_bakingcookies1,0.0234014479547811,0.02666514340175,0.024519058541901
caringchildren_babycrawling1,fooddrink_chopping1,0.0241199934862832,0.0276859487463183,0.0244657276533375
caringchildren_babycrawling1,fooddrink_grilling1,0.0243523744843024,0.025145404815057,0.0237849464842223
caringchildren_babycrawling1,fooddrink_rollingdough1,0.0244231864401463,0.0242161243454475,0.0244765686405224
caringchildren_babycrawling1,fooddrink_sautee1,0.0248061926851659,0.0254464905438763,0.0245721122638864
caringchildren_babycrawling1,fooddrink_stirring1,0.0242744367848953,0.0252052668132203,0.0242731288602244
caringchildren_babycrawling1,games_playingbilliards1,0.024637298652292,0.0241251366230381,0.0244638572475427
caringchildren_babycrawling1,games_videogames1,0.0247002436039858,0.0212496855834603,0.023187804679416
caringchildren_babycrawling1,garden_gardening1,0.0202417599440176,0.0253670143833985,0.0232137599859557
caringchildren_babycrawling1,garden_mowinglawn1,0.0224246368082375,0.020279455257659,0.0246661062333018
caringchildren_babycrawling1,garden_wateringplants1,0.0227392533609296,0.0242234533201499,0.0237661984848195
caringchildren_babycrawling1,golf_golf1,0.0242199985786965,0.0218074050763564,0.0229520781788364
caringchildren_babycrawling1,groceries_groceryshopping1,0.0192497794286683,0.0178974174669572,0.0235447644313335
caringchildren_babycrawling1,groomingoneself_applyingmakeup1,0.0255028201825501,0.0272801080567606,0.026209393900896
caringchildren_babycrawling1,groomingoneself_brushhair1,0.0237658384768976,0.0260572655786747,0.0255093865070935
caringchildren_babycrawling1,groomingoneself_brushingteeth1,0.0252219348702356,0.0274161616684871,0.0263414391388863
caringchildren_babycrawling1,groomingoneself_shaving1,0.0260505447555276,0.0282773026117537,0.0256173638878812
caringchildren_babycrawling1,healthselfcare_bandaid1,0.0238591276081586,0.0269880860241179,0.0257484913111961
caringchildren_babycrawling1,healthselfcare_swallowpills1,0.0251052869259426,0.0276576169802269,0.0262308711377737
caringchildren_babycrawling1,intclean_dustingtable1,0.0243011165525259,0.0248001439593691,0.02388757285775
caringchildren_babycrawling1,intclean_moppingfloor1,0.0251831159429652,0.0223005055506369,0.0235405712767874
caringchildren_babycrawling1,intclean_vacuuming1,0.0226165129661661,0.0220892928666335,0.0238343994874548
caringchildren_babycrawling1,kitchenclean_washingdishes1,0.0234229380716344,0.0249913102826663,0.0258220702789773
caringchildren_babycrawling1,laundry_laundry1,0.0249660100384632,0.0227030024391579,0.0240115739629642
caringchildren_babycrawling1,pets_brushingcat1,0.0247476202238908,0.0246451249861684,0.0224652925488084
caringchildren_babycrawling1,pets_playingdog1,0.0231879813634083,0.0226391203308935,0.0222557216919016
caringchildren_babycrawling1,pets_walkingdog1,0.0230810814918598,0.0190077979973688,0.0221673108153868
caringchildren_babycrawling1,phone_calling1,0.0235891330127224,0.0208595966362914,0.0227224474443175
caringchildren_babycrawling1,racquetsports_playingtennis1,0.0243591059306555,0.0204281015462311,0.0237330345896127
caringchildren_babycrawling1,reading_reading1,0.0235233230944462,0.028054067314745,0.0225092888095853
caringchildren_babycrawling1,run_running1,0.0229236875030894,0.020760610450069,0.022660557487132
caringchildren_babycrawling1,sleeping_sleep1,0.0225379533307991,0.03006558932312,0.0246602952324876
caringchildren_babycrawling1,soccer_playingsoccer1,0.0250674355120412,0.0201573829296407,0.0235407452923348
caringchildren_babycrawling1,social_laughing1,0.0246226677959353,0.0290074307817361,0.0222868410160382
caringchildren_babycrawling1,social_shakehands1,0.0242255109726973,0.0241309708033774,0.0228837289462183
caringchildren_babycrawling1,social_talk1,0.0219589741496297,0.0226151716823757,0.0241791091372833
caringchildren_babycrawling1,tv_watchingtv1,0.0236272300202876,0.0303508210568821,0.0236277884090786
caringchildren_babycrawling1,travel_driving1,0.023333245953754,0.0243131863455069,0.0184141510617927
caringchildren_babycrawling1,walk_walk1,0.0232041859158586,0.0177588989528877,0.0177075242607719
caringchildren_babycrawling1,wash_wash1,0.0245037557480861,0.0250939731877575,0.0255347248005342
caringchildren_babycrawling1,weights_weights1,0.0249555808352001,0.023189180400997,0.0231555603757529
caringchildren_babycrawling1,write_writing1,0.0248258326750516,0.0283703801473742,0.0220730829753341
caringchildren_babycrawling1,yoga_yoga1,0.0233142795374332,0.0211089381994878,0.0219463733635678
caringchildren_playingplayground1,computer_computer1,0.0246981335301608,0.0270412218163282,0.0246436228244023
caringchildren_playingplayground1,crafts_knitting1,0.0233034535404695,0.0274291975231389,0.0234028676583466
caringchildren_playingplayground1,crafts_painting1,0.0251290081323699,0.0253978509357065,0.0220571296901824
caringchildren_playingplayground1,dancing_ballroomdancing1,0.0224479128083958,0.0240793996676787,0.0212580793076451
caringchildren_playingplayground1,dancing_moderndance1,0.0245503072277405,0.0248007756255014,0.0213735233689323
caringchildren_playingplayground1,dressing_buttoningshirt1,0.0247640565517391,0.029220196635455,0.0271807847559624
caringchildren_playingplayground1,dressing_puttingonshoes1,0.0248586921667214,0.0222733915670373,0.026131875663871
caringchildren_playingplayground1,dressing_tyingtie1,0.023005775425175,0.0285429984463484,0.0266266565596035
caringchildren_playingplayground1,eatdrink_drinking1,0.0188160356088695,0.0256823263535262,0.0233695770415137
caringchildren_playingplayground1,eatdrink_eating1,0.0247949319229221,0.0268357357492753,0.0230209885021411
caringchildren_playingplayground1,fooddrink_pour1,0.0239673401074734,0.0245021925271389,0.0238438994082546
caringchildren_playingplayground1,fooddrink_bakingcookies1,0.0233382091232748,0.0287523376785478,0.0256337903631764
